0,1
my card company and i explained the issue over the phone when i was in mexico. i purchased a new ticket over the phone.,My card company and I explained the problem on the phone when I was in mexico. I bought a new ticket over the phone.
"my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.","my credit card company accidentally marked my blue jet tickets as fraud, then corrected their error and recovered the money."
any thoughts on waiver of change fees for travel out of boston this weekend?,any reflection on the waiver of foreign exchange expenses for the trip out of boston this weekend?
just looking to arrange for a nice flight from sea to la-ish and comparing the cost to something more direct from yvr.,just look to organize a pleasant sea flight to the dishes and compare the cost to something more direct yvr.
sent my suggestion and comments via the link provided..,sent my suggestion and comments via the link provided.
ever consider coming to memphis? need some trueblue service and fares badly!!,Have you ever thought of coming to the memphis? need a realblue service and bad prices!
yes he and all the princesses. trying to get to the at wdw.,"Yes, he and all the princesses. I'm trying to go to the wdw."
"traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? wasn't clear in freq asked questions","travelling with a rifle for a hunting trip, can a gun also be in the same big gun? was not clear in freq questions asked"
thanks! i just sent a few dms.,Thank you! I sent a few dms.
"for my grandma ella's 80th, she would love a birthday greeting from your flight crew! she was a stewardess for eastern airlines.","For my grandmother's 80th, she'd love a birthday of your flight crew! She was a hostess for the eastern airlines."
brazil to volunteer teaching english &amp; spanish to poor children so they have a skills to improve their chances of a better life.,Brazil to teach English and Spanish to poor children so that they have skills to improve their chances of a better life.
i would go back to aruba. i flew out of jfk.,I'll be back to Aruba. I stole jfk.
i would go to dallas to see my grand baby that i miss so much. i feel like a piece of my heart is there.,I'll go see my big baby I miss so much. I feel like a piece of my heart is here.
when are you going to get wifi on your planes?,When are you gonna get the wifi on your planes?
how can we get help with a hotel we booked with you and are having issues with.,how can we get help with a hotel that we booked with you and have problems with.
hi. just dm'd info,Hi. Just dmd info
any concern about cancelled flightled flights due to the cold weather in nj saturday am? do you cancelled flight at 0 degrees?,any concern about flights cancelled due to cold weather in nj saturday am? You canceled the flight at 0 degrees?
"gains altitude, but skywest hits turbulence jblu skyw - investor's business daily","wins the altitude, but skywest hits the turbulence jblu skyw - the company of the daily investor"
unveils new 'bluemanity' livery - usa today,unveils a new bluemanity - usa today
marks 15th year with 'bluemanity' plane design -,mark the 15th year with bluemanity plan design -
could i get a free flight to vegas since it's my bday_u14u,I could have a free flight for the gas since it's my bday_u14u
"im flying with you from mi-boston and then icelandair to iceland, 8 hours between. can we check our bags all the way?","I'm flying with you from mid-boston and then from the underwear to the ice, 8 hours in. Can we check our bags all along?"
can you tell me which days you fly direct buf - fll and fll - buf?,Can you tell me what days you fly directly buf - fll and fll - buf?
i cri,I cry
can you do me a huge favor?!_ua_u,Can you do me a huge favor?!_ua_u
are you my friend?!,Are you my friend?
ui@jetblue: jetblue relate flightd this time? ;)u no... but why won't school be cancelled flighted? it's very cold out,ui@jetblue: jetblue made a flight this time? ;)u no. But why won't the school be cancelled? It's very cold.
is yr site having trouble for mobile check in ?,Are there any problems with mobile control?
there's a large family of birds inside t5. are they fed? are they there for a purpose?,There's a large family of birds inside the t5. Are they there for a purpose?
sure thing!,Of course!
works with google but not internet explorer.,works with google but not internet explore.
"if there's a schedule change on my tix, can you change the the destination airport to a sister airport (like ewr and jfk)?","If there is a change of schedule on my tix, can you change the destination airport to a sister airport (like ewr and jfk?)"
statement on incentive offer - digital journal,Declaration on the Offer of Encouragement - Digital Journal
anywhere!!,Nowhere!
to dc this summer and help local youth get ready to return to school with math refresher courses.,dc this summer and help local youth to return to school with math recycling courses.
"currently on my new robotic love-doll. reminded heavily of bit about them-hence an excuse to say ""huxleyesque.""",currently on my new robotic love doll. A lot of reminders about them were an excuse to say huxleyesque.
i have many allergies and want to know if i can bring an 8oz. bottle of benadryl on the flight along with my 2 epipens?,I have a lot of allergies and I want to know if I can bring an 8oz. bottle of benadryl on the flight with my 2 ears?
anywhere... away from this snow globe to warmth sand and palm trees..,everywhere. away from this snowball to warm the sand and palm trees.
